<<<<<<< HEAD
x0,x1,label
-0.7510165061863965,0.5097835368795502,0.0
0.43162097168014246,0.6438447227234327,0.0
-0.03305044712962679,0.822191781612027,0.0
-0.539646561514695,0.5618049846903419,0.0
0.8740211562062483,0.8158854864149636,0.0
-0.40658315000744394,0.5740206653514739,0.0
0.4427953467659951,0.6721363581051798,0.0
0.9451994640824422,0.7612606913650317,0.0
0.04018030717311083,0.34484551546476516,0.0
-0.776985911055349,0.9710384222557482,0.0
0.08337770420313695,0.8786150351611015,0.0
0.22498490937177462,0.4541324554417854,0.0
0.9146708058825979,0.4806134821633643,0.0
0.804032667451549,0.7903051377689734,0.0
-0.675921317935905,0.8787855816535328,0.0
-0.0009647758120926442,1.0,0.0
-0.3453053067472709,0.26870355836104465,0.0
-0.8757968424722397,0.7715994219627607,0.0
0.1265817012958721,0.392438337464065,0.0
0.4858195068603126,0.25091170921811234,0.0
-0.9057606297065599,0.9568035755497861,0.0
0.9784495146032715,0.49226201441104545,0.0
0.1959644111073493,0.9360093950789832,0.0
-0.9973991106474621,0.7120088777509577,0.0
0.969464369780155,0.4820340683695239,0.0
0.19433509133076265,0.9866488775288884,0.0
0.035256032861241904,0.6119013330440652,0.0
0.06565178888226209,0.6696529192811762,0.0
-0.011893915593433113,0.532499569662795,0.0
0.4095556462068919,0.5271386384909358,0.0
0.3992236979249497,0.9857466567417221,0.0
-0.21379645376461076,0.6193967592004577,0.0
-0.42102297136904776,0.6455640115868171,0.0
0.3081079421488344,0.40684275960056837,0.0
0.0952280904857099,0.8298379429827931,0.0
0.39341514370836106,0.5464194112168159,0.0
0.7610534873492847,0.7426055199014983,0.0
-0.46331061293266196,0.28148024619510825,0.0
0.8702028418332834,0.2649373354470759,0.0
0.8759788546446512,0.24628794590554604,0.0
-0.6623175293703429,0.7212043959304455,0.0
0.25449853216845275,0.5186774908899505,0.0
0.13335348260062152,0.6472003326328466,0.0
0.6183658136893837,0.41665306323249696,0.0
-0.13499178118156085,0.9005319534454939,0.0
-0.23321491143964024,0.8279457928002254,0.0
0.3900063505875395,0.8836999959916501,0.0
-0.3589887028722115,0.3552619185274206,0.0
-0.8670685136807774,0.7045352673713998,0.0
-0.8185075227709494,0.3146822607837314,0.0
0.6461360304166774,0.9429779798326026,0.0
-0.5723231374511508,0.3856173705908643,0.0
-1.0,0.7645755460712049,0.0
-0.9539662138432371,0.4750625829929591,0.0
0.07311467611258138,0.743933952961223,0.0
0.883497434533588,0.6310946713365362,0.0
-0.2542267557800826,0.9826517907987478,0.0
0.20865760431109015,0.42726752258398415,0.0
0.40057340462517366,0.7688191565435116,0.0
-0.05753566064883653,0.3196697530114758,0.0
-0.2553209484203479,0.6392075525174226,0.0
-0.09445267431428117,0.9874361667269438,0.0
0.9300443673651551,0.7185876858119487,0.0
-0.08408202626724737,0.938539240941014,0.0
-0.44020846789068024,0.6809513334076349,0.0
0.6365885009911414,0.9867344516073178,0.0
-0.2470485090028307,0.6752479328096033,0.0
-0.7852395470090539,0.9958845765320332,0.0
0.16267467035608263,0.9871347735431151,0.0
-0.023141244732691413,0.42274255436054275,0.0
0.1942075698529342,0.4262055568119669,0.0
